name,title,source_table_name,dest_table_name,stage,start_line,end_line,header_lines,description,reftype,ref,state
api,API Root Url,,,0,,,,,ref,http://services.healthindicators.gov/v5/REST.svc/,synced
indicator_1487,,indicator,indicator,2,,,,Chlamydia screening: females 21-24 years with Medicaid,generator,GenerateIndicator;1487,synced
indicator_1488,,indicator,indicator,2,,,,Chlamydia screening: females 16-20 years with private health insurance,generator,GenerateIndicator;1488,synced
indicator_1489,,indicator,indicator,2,,,,Chlamydia screening: females 21-24 years with private health insurance,generator,GenerateIndicator;1489,synced
indicator_1491,,indicator,indicator,2,,,,Smoking cessation during pregnancy,generator,GenerateIndicator;1491,synced
indicator_1492,,indicator,indicator,2,,,,Employment at indoor workplaces that prohibit smoking,generator,GenerateIndicator;1492,synced
indicator_1493,,indicator,indicator,2,,,,Enforcement of illegal tobacco sales to minors laws: States,generator,GenerateIndicator;1493,synced
indicator_1494,,indicator,indicator,2,,,,Enforcement of illegal tobacco sales to minors laws: Territories,generator,GenerateIndicator;1494,synced
indicator_1495,,indicator,indicator,2,,,,Evidence-based tobacco control programs - States,generator,GenerateIndicator;1495,synced
indicator_1498,,indicator,indicator,2,,,,Cigarette smoking: adults,generator,GenerateIndicator;1498,synced
indicator_1499,,indicator,indicator,2,,,,Smokeless tobacco use: adults,generator,GenerateIndicator;1499,synced
indicator_15,,indicator,indicator,2,,,,Obesity: adults (percent) (Source: BRFSS),generator,GenerateIndicator;15,synced
indicator_150,,indicator,indicator,2,,,,Excessive drinking: adults (percent) (Source: BRFSS),generator,GenerateIndicator;150,synced
indicator_1500,,indicator,indicator,2,,,,Cigar smoking: adults,generator,GenerateIndicator;1500,synced
indicator_1501,,indicator,indicator,2,,,,Tobacco use in past month: teens,generator,GenerateIndicator;1501,synced
indicator_1502,,indicator,indicator,2,,,,Cigarette use in past month: teens,generator,GenerateIndicator;1502,synced
indicator_1503,,indicator,indicator,2,,,,Smokeless tobacco use in past month: teens,generator,GenerateIndicator;1503,synced
indicator_1504,,indicator,indicator,2,,,,Cigar use in past month: teens,generator,GenerateIndicator;1504,synced
indicator_1505,,indicator,indicator,2,,,,Tobacco use initiation: teens,generator,GenerateIndicator;1505,synced
indicator_1506,,indicator,indicator,2,,,,Cigarette use initiation: teens,generator,GenerateIndicator;1506,synced
indicator_1507,,indicator,indicator,2,,,,Smokeless tobacco use initiation: teens,generator,GenerateIndicator;1507,synced
indicator_1508,,indicator,indicator,2,,,,Cigar use initiation: teens,generator,GenerateIndicator;1508,synced
indicator_1509,,indicator,indicator,2,,,,Tobacco use initiation: adults 18-25 years,generator,GenerateIndicator;1509,synced
indicator_1510,,indicator,indicator,2,,,,Cigarette use initiation: adults 18-25 years,generator,GenerateIndicator;1510,synced
indicator_1511,,indicator,indicator,2,,,,Smokeless tobacco use initiation: adults 18-25 years,generator,GenerateIndicator;1511,synced
indicator_1512,,indicator,indicator,2,,,,Cigar use initiation: adults 18-25 years,generator,GenerateIndicator;1512,synced
indicator_1513,,indicator,indicator,2,,,,Smoking cessation attempts: adult smokers,generator,GenerateIndicator;1513,synced
indicator_1515,,indicator,indicator,2,,,,Smoking cessation attempts: teen smokers,generator,GenerateIndicator;1515,synced
indicator_1516,,indicator,indicator,2,,,,Medicaid coverage for nicotine treatment: States,generator,GenerateIndicator;1516,synced
indicator_1517,,indicator,indicator,2,,,,Secondhand smoke exposure: nonsmokers 3-11 years,generator,GenerateIndicator;1517,synced
indicator_1518,,indicator,indicator,2,,,,Secondhand smoke exposure: nonsmokers 12-17 years,generator,GenerateIndicator;1518,synced
indicator_1519,,indicator,indicator,2,,,,Secondhand smoke exposure: adult nonsmokers,generator,GenerateIndicator;1519,synced
indicator_1520,,indicator,indicator,2,,,,Tobacco free environments: junior high schools,generator,GenerateIndicator;1520,synced
indicator_1521,,indicator,indicator,2,,,,Tobacco free environments: middle schools,generator,GenerateIndicator;1521,synced
indicator_1522,,indicator,indicator,2,,,,Tobacco free environments: high schools,generator,GenerateIndicator;1522,synced
indicator_1524,,indicator,indicator,2,,,,Smoke-free air laws covering private workplaces: States,generator,GenerateIndicator;1524,synced
indicator_1525,,indicator,indicator,2,,,,Smoke-free air laws covering public workplaces: States,generator,GenerateIndicator;1525,synced
indicator_1526,,indicator,indicator,2,,,,Smoke-free air laws covering restaurants: States,generator,GenerateIndicator;1526,synced
indicator_1527,,indicator,indicator,2,,,,Smoke-free air laws covering bars: States,generator,GenerateIndicator;1527,synced
indicator_1528,,indicator,indicator,2,,,,Smoke-free indoor air laws covering gaming halls: States,generator,GenerateIndicator;1528,synced
indicator_1529,,indicator,indicator,2,,,,Smoke-free air laws covering commercial daycare centers: States,generator,GenerateIndicator;1529,synced
indicator_1530,,indicator,indicator,2,,,,Smoke-free air laws covering home based daycare centers: States,generator,GenerateIndicator;1530,synced
indicator_1531,,indicator,indicator,2,,,,Smoke-free air laws covering public transportation: States,generator,GenerateIndicator;1531,synced
indicator_1532,,indicator,indicator,2,,,,Smoke-free air laws covering hotels and motels: States,generator,GenerateIndicator;1532,synced
indicator_1533,,indicator,indicator,2,,,,Smoke-free air laws covering multiunit housing: States,generator,GenerateIndicator;1533,synced
indicator_1534,,indicator,indicator,2,,,,Smoke-free air laws covering vehicles with children: States,generator,GenerateIndicator;1534,synced
indicator_1535,,indicator,indicator,2,,,,Smoke-free air laws covering Prisons: States,generator,GenerateIndicator;1535,synced
indicator_1536,,indicator,indicator,2,,,,Smoke-free indoor air laws: substance abuse treatment facilities,generator,GenerateIndicator;1536,synced
indicator_1537,,indicator,indicator,2,,,,Smoke-free indoor air laws: mental health treatment facilities,generator,GenerateIndicator;1537,synced
indicator_1538,,indicator,indicator,2,,,,Smoke-free indoor air laws: entrances/exits of all public places,generator,GenerateIndicator;1538,synced
indicator_1539,,indicator,indicator,2,,,,Smoke-free indoor air laws covering hospital campuses: States,generator,GenerateIndicator;1539,synced
indicator_1540,,indicator,indicator,2,,,,Smoke-free indoor air laws: college/university campuses,generator,GenerateIndicator;1540,synced
indicator_1541,,indicator,indicator,2,,,,"Tobacco marketing exposure, internet: teens",generator,GenerateIndicator;1541,synced
indicator_1542,,indicator,indicator,2,,,,"Tobacco marketing exposure, magazine/newspaper: teens",generator,GenerateIndicator;1542,synced
indicator_1543,,indicator,indicator,2,,,,"Tobacco marketing exposure, television/movies: teens",generator,GenerateIndicator;1543,synced
indicator_1544,,indicator,indicator,2,,,,"Tobacco marketing exposure, point of purchase: teens",generator,GenerateIndicator;1544,synced
indicator_1545,,indicator,indicator,2,,,,Preemptive smoke-free air laws: States,generator,GenerateIndicator;1545,synced
indicator_1546,,indicator,indicator,2,,,,Preemptive tobacco advertising laws: States,generator,GenerateIndicator;1546,synced
indicator_1547,,indicator,indicator,2,,,,"Preemptive tobacco control laws, youth access: States",generator,GenerateIndicator;1547,synced
indicator_1548,,indicator,indicator,2,,,,Tobacco tax increases on cigarettes: States/Federal,generator,GenerateIndicator;1548,synced
indicator_1549,,indicator,indicator,2,,,,Tobacco tax increases on smokeless tobacco: States/Federal,generator,GenerateIndicator;1549,synced
indicator_1551,,indicator,indicator,2,,,,"Tobacco cessation counseling: physician office visits, adults (percent)",generator,GenerateIndicator;1551,synced
indicator_1552,,indicator,indicator,2,,,,"Tobacco cessation counseling: hospital outpatient dept. visits, adults",generator,GenerateIndicator;1552,synced
indicator_1553,,indicator,indicator,2,,,,Tobacco cessation counseling offered by general practice dentists,generator,GenerateIndicator;1553,synced
indicator_1554,,indicator,indicator,2,,,,Tobacco cessation counseling: substance abuse care settings,generator,GenerateIndicator;1554,synced
indicator_1555,,indicator,indicator,2,,,,Smoking cessation success,generator,GenerateIndicator;1555,synced
indicator_1557,,indicator,indicator,2,,,,"Tobacco screening: physician office visits, adults",generator,GenerateIndicator;1557,synced
indicator_1558,,indicator,indicator,2,,,,"Tobacco screening: hospital outpatient dept. visits, adults",generator,GenerateIndicator;1558,synced
indicator_1559,,indicator,indicator,2,,,,Tobacco screening by general practice dentists,generator,GenerateIndicator;1559,synced
indicator_1560,,indicator,indicator,2,,,,Tobacco screening in substance abuse care setting: persons 12+ years,generator,GenerateIndicator;1560,synced
indicator_1561,,indicator,indicator,2,,,,Smoke-free homes: adults,generator,GenerateIndicator;1561,synced
indicator_1562,,indicator,indicator,2,,,,Vision screening: children &le;5 years,generator,GenerateIndicator;1562,synced
indicator_1563,,indicator,indicator,2,,,,Visual impairment: children <18 years,generator,GenerateIndicator;1563,synced
indicator_1564,,indicator,indicator,2,,,,Occupational eye injuries resulting in lost work days,generator,GenerateIndicator;1564,synced
indicator_1565,,indicator,indicator,2,,,,Occupational eye injuries treated in emergency departments,generator,GenerateIndicator;1565,synced
indicator_1566,,indicator,indicator,2,,,,Dilated eye examinations: adults,generator,GenerateIndicator;1566,synced
indicator_1567,,indicator,indicator,2,,,,Visual impairment due to refractive errors: persons 12+ years,generator,GenerateIndicator;1567,synced
indicator_1568,,indicator,indicator,2,,,,Visual impairment due to diabetic retinopathy: diabetic adults,generator,GenerateIndicator;1568,synced
indicator_1569,,indicator,indicator,2,,,,Visual impairments due to glaucoma: adults 45+ years,generator,GenerateIndicator;1569,synced
indicator_1570,,indicator,indicator,2,,,,Visual impairment due to cataracts: older adults,generator,GenerateIndicator;1570,synced
indicator_1571,,indicator,indicator,2,,,,Visual impairment due to macular degeneration: adults 45+ years,generator,GenerateIndicator;1571,synced
indicator_1572,,indicator,indicator,2,,,,Protective eyeware use at home: children,generator,GenerateIndicator;1572,synced
indicator_1573,,indicator,indicator,2,,,,Protective eyeware use at home: adults,generator,GenerateIndicator;1573,synced
indicator_1574,,indicator,indicator,2,,,,Visual rehabilitation services use: adults with visual impairments,generator,GenerateIndicator;1574,synced
indicator_1575,,indicator,indicator,2,,,,Assistive/adaptive devices use: adults with visual impairment,generator,GenerateIndicator;1575,synced
indicator_160,,indicator,indicator,2,,,,Hospital inpatient Medicare users (number),generator,GenerateIndicator;160,synced
indicator_161,,indicator,indicator,2,,,,Hospital inpatient Medicare utilization (percent),generator,GenerateIndicator;161,synced
indicator_17,,indicator,indicator,2,,,,Binge drinking: adults (percent),generator,GenerateIndicator;17,synced
indicator_187,,indicator,indicator,2,,,,Hospital outpatient Medicare users (number),generator,GenerateIndicator;187,synced
indicator_188,,indicator,indicator,2,,,,Hospital outpatient Medicare utilization (percent),generator,GenerateIndicator;188,synced
indicator_20,,indicator,indicator,2,,,,"Chlamydia (per 100,000)",generator,GenerateIndicator;20,synced
indicator_200,,indicator,indicator,2,,,,Long term care hospital Medicare users (number),generator,GenerateIndicator;200,synced
indicator_2001,,indicator,indicator,2,,,,"Hospital inpatient Medicare admissions (per 1,000 beneficiaries)",generator,GenerateIndicator;2001,synced
indicator_2005,,indicator,indicator,2,,,,"Inpatient rehabilitation facility Medicare admissions (per 1,000 beneficiaries)",generator,GenerateIndicator;2005,synced
indicator_2006,,indicator,indicator,2,,,,"Long term care hospital Medicare admissions (per 1,000 beneficiaries)",generator,GenerateIndicator;2006,synced
indicator_2007,,indicator,indicator,2,,,,"Hospice Medicare admissions (per 1,000 beneficiaries)",generator,GenerateIndicator;2007,synced
indicator_2008,,indicator,indicator,2,,,,"Skilled nursing facility Medicare admissions (per 1,000 beneficiaries)",generator,GenerateIndicator;2008,synced
indicator_2009,,indicator,indicator,2,,,,"Hospital inpatient Medicare days (per 1,000 beneficiaries)",generator,GenerateIndicator;2009,synced
indicator_201,,indicator,indicator,2,,,,Long term care hospital Medicare utilization (percent),generator,GenerateIndicator;201,synced
indicator_2013,,indicator,indicator,2,,,,"Inpatient rehabilitation facility Medicare days (per 1,000 beneficiaries)",generator,GenerateIndicator;2013,synced
indicator_2014,,indicator,indicator,2,,,,"Long term care hospital Medicare days (per 1,000 beneficiaries)",generator,GenerateIndicator;2014,synced
indicator_2015,,indicator,indicator,2,,,,"Hospice Medicare days (per 1,000 beneficiaries)",generator,GenerateIndicator;2015,synced
indicator_2016,,indicator,indicator,2,,,,"Skilled nursing facility Medicare days (per 1,000 beneficiaries)",generator,GenerateIndicator;2016,synced
indicator_2017,,indicator,indicator,2,,,,"Home health Medicare visits (per 1,000 beneficiaries)",generator,GenerateIndicator;2017,synced
indicator_2018,,indicator,indicator,2,,,,"Home health Medicare episodes (per 1,000 beneficiaries)",generator,GenerateIndicator;2018,synced
indicator_2019,,indicator,indicator,2,,,,"Hospital outpatient Medicare visits (per 1,000 beneficiaries)",generator,GenerateIndicator;2019,synced
indicator_2020,,indicator,indicator,2,,,,"Ambulatory surgical center Medicare service events (per 1,000 beneficiaries)",generator,GenerateIndicator;2020,synced
indicator_2021,,indicator,indicator,2,,,,"Physician evaluation and management Medicare service events (per 1,000 beneficiaries)",generator,GenerateIndicator;2021,synced
indicator_2022,,indicator,indicator,2,,,,"Physician procedures Medicare service events (per 1,000 beneficiaries)",generator,GenerateIndicator;2022,synced
indicator_2023,,indicator,indicator,2,,,,"Imaging Medicare service events (per 1,000 beneficiaries)",generator,GenerateIndicator;2023,synced
indicator_2026,,indicator,indicator,2,,,,"Durable medical equipment Medicare service events (per 1,000 beneficiaries)",generator,GenerateIndicator;2026,synced
indicator_2038,,indicator,indicator,2,,,,"Diabetes long-term complications admission rate (per 100,000 beneficiaries)",generator,GenerateIndicator;2038,synced
indicator_2039,,indicator,indicator,2,,,,"Chronic obstructive pulmonary disease admission rate (per 100,000 beneficiaries)",generator,GenerateIndicator;2039,synced
indicator_2040,,indicator,indicator,2,,,,"Hypertension admission rate (per 100,000 beneficiaries)",generator,GenerateIndicator;2040,synced
indicator_2041,,indicator,indicator,2,,,,"Congestive heart failure admission rate (per 100,000 beneficiaries)",generator,GenerateIndicator;2041,synced
indicator_2042,,indicator,indicator,2,,,,"Dehydration admission rate (per 100,000 beneficiaries)",generator,GenerateIndicator;2042,synced
indicator_2043,,indicator,indicator,2,,,,"Bacterial pneumonia admission rate (per 100,000 beneficiaries)",generator,GenerateIndicator;2043,synced
indicator_2044,,indicator,indicator,2,,,,"Urinary tract infection admission rate (per 100,000 beneficiaries)",generator,GenerateIndicator;2044,synced
indicator_2045,,indicator,indicator,2,,,,"Asthma in younger adults admission rate (per 100,000 beneficiaries)",generator,GenerateIndicator;2045,synced
indicator_2046,,indicator,indicator,2,,,,"Amputation among diabetics rate (per 100,000 beneficiaries)",generator,GenerateIndicator;2046,synced
indicator_207,,indicator,indicator,2,,,,Inpatient rehab Medicare users (number),generator,GenerateIndicator;207,synced
indicator_208,,indicator,indicator,2,,,,Inpatient rehab Medicare utilization (percent),generator,GenerateIndicator;208,synced
indicator_214,,indicator,indicator,2,,,,Skilled nursing facility Medicare users (number),generator,GenerateIndicator;214,synced
indicator_215,,indicator,indicator,2,,,,Skilled nursing facility Medicare utilization (percent),generator,GenerateIndicator;215,synced
indicator_22,,indicator,indicator,2,,,,"Births: females 15-19 years (per 1,000)",generator,GenerateIndicator;22,synced
indicator_221,,indicator,indicator,2,,,,Home health Medicare users (number),generator,GenerateIndicator;221,synced
indicator_222,,indicator,indicator,2,,,,Home health Medicare utilization (percent),generator,GenerateIndicator;222,synced
indicator_227,,indicator,indicator,2,,,,Hospice Medicare users (number),generator,GenerateIndicator;227,synced
indicator_228,,indicator,indicator,2,,,,Hospice Medicare utilization (percent),generator,GenerateIndicator;228,synced
indicator_23,,indicator,indicator,2,,,,"Health insurance, none: <65 years (percent) (Source: SAHIE)",generator,GenerateIndicator;23,synced
indicator_233,,indicator,indicator,2,,,,Ambulatory surgery center Medicare users (number),generator,GenerateIndicator;233,synced
indicator_234,,indicator,indicator,2,,,,Ambulatory surgery center Medicare utilization (percent),generator,GenerateIndicator;234,synced
indicator_239,,indicator,indicator,2,,,,Physician evaluation and management Medicare users (number),generator,GenerateIndicator;239,synced
indicator_240,,indicator,indicator,2,,,,Physician evaluation and management Medicare utilization (percent),generator,GenerateIndicator;240,synced
indicator_245,,indicator,indicator,2,,,,Physician procedures Medicare users (number),generator,GenerateIndicator;245,synced
indicator_246,,indicator,indicator,2,,,,Physician procedures Medicare utilization (percent),generator,GenerateIndicator;246,synced
indicator_25,,indicator,indicator,2,,,,"Primary care providers (per 100,000)",generator,GenerateIndicator;25,synced
indicator_251,,indicator,indicator,2,,,,Imaging Medicare users (number),generator,GenerateIndicator;251,synced
indicator_252,,indicator,indicator,2,,,,Imaging Medicare utilization (percent),generator,GenerateIndicator;252,synced
indicator_257,,indicator,indicator,2,,,,Durable medical equipment Medicare users (number),generator,GenerateIndicator;257,synced
indicator_258,,indicator,indicator,2,,,,Durable medical equipment Medicare utilization (percent),generator,GenerateIndicator;258,synced
indicator_269,,indicator,indicator,2,,,,Part B drug Medicare users (number),generator,GenerateIndicator;269,synced
indicator_27,,indicator,indicator,2,,,,"Preventable hospitalizations: Medicare beneficiaries (per 1,000)",generator,GenerateIndicator;27,synced
indicator_270,,indicator,indicator,2,,,,Part B drugs Medicare utilization (percent),generator,GenerateIndicator;270,synced
indicator_278,,indicator,indicator,2,,,,Acute hospital readmissions (number),generator,GenerateIndicator;278,synced
indicator_279,,indicator,indicator,2,,,,Acute hospital readmissions (percent),generator,GenerateIndicator;279,synced
indicator_281,,indicator,indicator,2,,,,Emergency department visits (number),generator,GenerateIndicator;281,synced
indicator_282,,indicator,indicator,2,,,,"Emergency department visit rate (per 1,000 beneficiaries)",generator,GenerateIndicator;282,synced
indicator_283,,indicator,indicator,2,,,,Heart attack Medicare beneficiaries  (number),generator,GenerateIndicator;283,synced
indicator_284,,indicator,indicator,2,,,,Heart attack Medicare beneficiaries (percent),generator,GenerateIndicator;284,synced
indicator_285,,indicator,indicator,2,,,,Atrial fibrillation Medicare beneficiaries (number),generator,GenerateIndicator;285,synced
indicator_286,,indicator,indicator,2,,,,Atrial fibrillation Medicare beneficiaries (percent),generator,GenerateIndicator;286,synced
indicator_287,,indicator,indicator,2,,,,Chronic kidney disease Medicare beneficiaries (number),generator,GenerateIndicator;287,synced
indicator_288,,indicator,indicator,2,,,,Chronic kidney disease Medicare beneficiaries (percent),generator,GenerateIndicator;288,synced
indicator_289,,indicator,indicator,2,,,,Chronic obstructive pulmonary disease (COPD) Medicare beneficiaries (number),generator,GenerateIndicator;289,synced
indicator_29,,indicator,indicator,2,,,,HbA1c test: diabetic Medicare beneficiaries (percent),generator,GenerateIndicator;29,synced
indicator_290,,indicator,indicator,2,,,,Chronic obstructive pulmonary disease (COPD) Medicare beneficiaries (percent),generator,GenerateIndicator;290,synced
indicator_291,,indicator,indicator,2,,,,Depression Medicare beneficiaries (number),generator,GenerateIndicator;291,synced
indicator_292,,indicator,indicator,2,,,,Depression Medicare beneficiaries (percent),generator,GenerateIndicator;292,synced
indicator_293,,indicator,indicator,2,,,,Diabetes Medicare beneficiaries (number),generator,GenerateIndicator;293,synced
indicator_294,,indicator,indicator,2,,,,Diabetes Medicare beneficiaries (percent),generator,GenerateIndicator;294,synced
indicator_295,,indicator,indicator,2,,,,Heart failure Medicare beneficiaries (number),generator,GenerateIndicator;295,synced
indicator_296,,indicator,indicator,2,,,,Heart failure Medicare beneficiaries (percent),generator,GenerateIndicator;296,synced
indicator_297,,indicator,indicator,2,,,,Ischemic heart disease Medicare beneficiaries (number),generator,GenerateIndicator;297,synced
indicator_298,,indicator,indicator,2,,,,Ischemic heart disease Medicare beneficiaries (percent),generator,GenerateIndicator;298,synced
indicator_299,,indicator,indicator,2,,,,Breast cancer Medicare beneficiaries (number),generator,GenerateIndicator;299,synced
indicator_3,,indicator,indicator,2,,,,"Years of potential life lost before age 75 (per 100,000)",generator,GenerateIndicator;3,synced
indicator_300,,indicator,indicator,2,,,,Breast cancer Medicare beneficiaries (percent),generator,GenerateIndicator;300,synced
indicator_301,,indicator,indicator,2,,,,Colorectal cancer Medicare beneficiaries (number),generator,GenerateIndicator;301,synced
indicator_302,,indicator,indicator,2,,,,Colorectal cancer Medicare beneficiaries (percent),generator,GenerateIndicator;302,synced
indicator_303,,indicator,indicator,2,,,,Lung cancer Medicare beneficiaries (number),generator,GenerateIndicator;303,synced
indicator_304,,indicator,indicator,2,,,,Lung cancer Medicare beneficiaries (percent),generator,GenerateIndicator;304,synced
indicator_305,,indicator,indicator,2,,,,Prostate cancer Medicare beneficiaries (number),generator,GenerateIndicator;305,synced
indicator_306,,indicator,indicator,2,,,,Prostate cancer Medicare beneficiaries (percent),generator,GenerateIndicator;306,synced
indicator_307,,indicator,indicator,2,,,,Medicare beneficiaries (number),generator,GenerateIndicator;307,synced
indicator_308,,indicator,indicator,2,,,,Average age of Medicare beneficiaries  (mean),generator,GenerateIndicator;308,synced
indicator_309,,indicator,indicator,2,,,,Female Medicare beneficiaries  (percent),generator,GenerateIndicator;309,synced
indicator_310,,indicator,indicator,2,,,,Male Medicare beneficiaries  (percent),generator,GenerateIndicator;310,synced
indicator_311,,indicator,indicator,2,,,,Non-Hispanic White Medicare beneficiaries  (percent),generator,GenerateIndicator;311,synced
indicator_312,,indicator,indicator,2,,,,African American Medicare beneficiaries  (percent),generator,GenerateIndicator;312,synced
indicator_313,,indicator,indicator,2,,,,Hispanic Medicare beneficiaries  (percent),generator,GenerateIndicator;313,synced
indicator_316,,indicator,indicator,2,,,,Other or Unknown race Medicare beneficiaries  (percent),generator,GenerateIndicator;316,synced
indicator_317,,indicator,indicator,2,,,,Medicare beneficiaries  who are also eligible for Medicaid (percent),generator,GenerateIndicator;317,synced
indicator_318,,indicator,indicator,2,,,,Average total hierarchical condition category score for Medicare beneficiaries  (mean),generator,GenerateIndicator;318,synced
indicator_34,,indicator,indicator,2,,,,College degree: adults 25+ (percent),generator,GenerateIndicator;34,synced
indicator_35,,indicator,indicator,2,,,,Unemployed: persons 16+ (percent),generator,GenerateIndicator;35,synced
indicator_36,,indicator,indicator,2,,,,Poverty: children < 18 years (percent),generator,GenerateIndicator;36,synced
indicator_368,,indicator,indicator,2,,,,Health insurance: <65 years,generator,GenerateIndicator;368,synced
indicator_37,,indicator,indicator,2,,,,Gini coefficient (ratio),generator,GenerateIndicator;37,synced
indicator_372,,indicator,indicator,2,,,,Usual primary care provider,generator,GenerateIndicator;372,synced
indicator_375,,indicator,indicator,2,,,,Source of ongoing care: all ages,generator,GenerateIndicator;375,synced
indicator_376,,indicator,indicator,2,,,,Source of ongoing care: <18 years,generator,GenerateIndicator;376,synced
indicator_377,,indicator,indicator,2,,,,Source of ongoing care: 18 to 64 years,generator,GenerateIndicator;377,synced
indicator_378,,indicator,indicator,2,,,,Source of ongoing care: 65+ years,generator,GenerateIndicator;378,synced
indicator_379,,indicator,indicator,2,,,,Inability to obtain  medical/dental care or prescriptions,generator,GenerateIndicator;379,synced
indicator_380,,indicator,indicator,2,,,,Inability to obtain or delayed medical care,generator,GenerateIndicator;380,synced
indicator_381,,indicator,indicator,2,,,,Inability to obtain or delayed dental care,generator,GenerateIndicator;381,synced
indicator_382,,indicator,indicator,2,,,,Inability to obtain or delayed prescription meds,generator,GenerateIndicator;382,synced
indicator_394,,indicator,indicator,2,,,,"High school graduates, on-time with regular diploma",generator,GenerateIndicator;394,synced
indicator_395,,indicator,indicator,2,,,,High school diploma: students with disabilities,generator,GenerateIndicator;395,synced
indicator_396,,indicator,indicator,2,,,,Proficiency in reading: 4th grade,generator,GenerateIndicator;396,synced
indicator_397,,indicator,indicator,2,,,,Proficiency in reading: 8th grade,generator,GenerateIndicator;397,synced
indicator_398,,indicator,indicator,2,,,,Proficiency in reading: 12th grade,generator,GenerateIndicator;398,synced
indicator_399,,indicator,indicator,2,,,,Proficiency in math: 4th grade,generator,GenerateIndicator;399,synced
indicator_40,,indicator,indicator,2,,,,Single-parent households (percent),generator,GenerateIndicator;40,synced
indicator_400,,indicator,indicator,2,,,,Proficiency in math: 8th grade,generator,GenerateIndicator;400,synced
indicator_401,,indicator,indicator,2,,,,Proficiency in math: 12th grade,generator,GenerateIndicator;401,synced
indicator_402,,indicator,indicator,2,,,,School work meaningful: teens aged 12-17,generator,GenerateIndicator;402,synced
indicator_403,,indicator,indicator,2,,,,School absenteeism from illness/injury: teens 12-17,generator,GenerateIndicator;403,synced
indicator_404,,indicator,indicator,2,,,,Extracurricular activities: teens aged 12-17,generator,GenerateIndicator;404,synced
indicator_405,,indicator,indicator,2,,,,Wellness check-up: teens aged 12-17,generator,GenerateIndicator;405,synced
indicator_406,,indicator,indicator,2,,,,Sexual orientation/identity harassment prohibited at school,generator,GenerateIndicator;406,synced
indicator_407,,indicator,indicator,2,,,,Safety at school: perception of teens' parents,generator,GenerateIndicator;407,synced
indicator_408,,indicator,indicator,2,,,,Serious violent incidents in public schools,generator,GenerateIndicator;408,synced
indicator_409,,indicator,indicator,2,,,,Adolescents having an adult to discuss problems with,generator,GenerateIndicator;409,synced
indicator_410,,indicator,indicator,2,,,,Adolescents whose parents attend activities/events,generator,GenerateIndicator;410,synced
indicator_411,,indicator,indicator,2,,,,Illegal drugs on school property,generator,GenerateIndicator;411,synced
indicator_412,,indicator,indicator,2,,,,Transition to self-sufficiency from foster care,generator,GenerateIndicator;412,synced
indicator_413,,indicator,indicator,2,,,,Violent crimes: perpetrators 10-24 years,generator,GenerateIndicator;413,synced
indicator_414,,indicator,indicator,2,,,,Serious property crimes: perpetrators 10-24 years,generator,GenerateIndicator;414,synced
indicator_417,,indicator,indicator,2,,,,Breakfast program: schools,generator,GenerateIndicator;417,synced
indicator_418,,indicator,indicator,2,,,,Joint pain: adults with arthritis,generator,GenerateIndicator;418,synced
indicator_419,,indicator,indicator,2,,,,Arthritis activity limitation: adults with arthritis,generator,GenerateIndicator;419,synced
indicator_420,,indicator,indicator,2,,,,Personal care limitations: adults with arthritis,generator,GenerateIndicator;420,synced
indicator_421,,indicator,indicator,2,,,,Weight loss counseling: overweight adults with arthritis,generator,GenerateIndicator;421,synced
indicator_422,,indicator,indicator,2,,,,Physical activity counseling: adults with arthritis,generator,GenerateIndicator;422,synced
indicator_423,,indicator,indicator,2,,,,Unemployment: adults 18-64 years with arthritis,generator,GenerateIndicator;423,synced
indicator_424,,indicator,indicator,2,,,,Work limitations: adults 18-64 years with arthritis,generator,GenerateIndicator;424,synced
indicator_425,,indicator,indicator,2,,,,Health provider seen: adults with joint-related symptoms,generator,GenerateIndicator;425,synced
indicator_426,,indicator,indicator,2,,,,Arthritis education: adults with arthritis,generator,GenerateIndicator;426,synced
indicator_427,,indicator,indicator,2,,,,Osteoporosis: adults 50+ years,generator,GenerateIndicator;427,synced
indicator_428,,indicator,indicator,2,,,,Activity limitation due to chronic back conditions,generator,GenerateIndicator;428,synced
indicator_429,,indicator,indicator,2,,,,Hip fractures: female older adults,generator,GenerateIndicator;429,synced
indicator_430,,indicator,indicator,2,,,,Hip fractures: male older adults,generator,GenerateIndicator;430,synced
indicator_431,,indicator,indicator,2,,,,Joint difficulty walking 3 blocks: adults with arthritis,generator,GenerateIndicator;431,synced
indicator_432,,indicator,indicator,2,,,,Joint difficulty walking up 10 steps: adults with arthritis,generator,GenerateIndicator;432,synced
indicator_433,,indicator,indicator,2,,,,Joint difficulty stooping/bending/ kneeling: adults with arthritis,generator,GenerateIndicator;433,synced
indicator_434,,indicator,indicator,2,,,,Joint difficulty grasping: adults with arthritis,generator,GenerateIndicator;434,synced
indicator_435,,indicator,indicator,2,,,,Serious psychological distress: adults with arthritis,generator,GenerateIndicator;435,synced
indicator_436,,indicator,indicator,2,,,,Blood donations: adults,generator,GenerateIndicator;436,synced
indicator_44,,indicator,indicator,2,,,,Particulate matter days (percent),generator,GenerateIndicator;44,synced
indicator_441,,indicator,indicator,2,,,,Venous thromboembolism physician visits,generator,GenerateIndicator;441,synced
indicator_443,,indicator,indicator,2,,,,von Willebrand Disease diagnosis: women,generator,GenerateIndicator;443,synced
